"Provider Number","Facility Name",City,State,"Zip Code","Certification Date","Medicare Census","Medicaid Census","Other Census","Total Residents","Program Participation Code","Hospital Based","Ownership Type","Multi-Facility Organization","Multi-Facility Organization Name","Number of AIDS Beds","Number of Alzheimer's Disease Beds","Number of Dialysis Beds","Number of Disabled Children/Young Adult Beds","Number of Head Trauma Beds","Number of Hospice Beds","Number of Huntington's Disease Beds","Number of Ventilator Beds","Number of Other Specialized Rehab Beds","Organized Residents' Group","Organized Family Member Group","Facility Conducts Experimental Research","Continuing Care Retirement Community (CCRC)","7 Day RN Waiver Date","7 Day RN Hrs Waived Per Week","24 Hr Licensed Nursing Waiver Date","24 Hr Licensed Nursing Hrs Waived Per Week","Nurse Aide Training and Competency Evaluation Program"
015176,"CROSSVILLE HEALTH AND REHABILITATION, LLC",CROSSVILLE,AL,35962,2021-11-04,13,105,17,135,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"NHS MANAGEMENT",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015177,"WOODHAVEN MANOR NURSING HOME",DEMOPOLIS,AL,36732,2022-03-02,3,44,7,54,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"CROWNE HEALTH CARE",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015178,"GREENE COUNTY NURSING HOME",EUTAW,AL,35462,2022-02-25,1,33,2,36,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,20,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015179,"PARKWOOD HEALTH CARE FACILITY","PHENIX CITY",AL,36867,2019-12-05,11,51,7,69,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"CROWNE HEALTH CARE",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015180,"GADSDEN HEALTH AND REHAB CENTER",GADSDEN,AL,35904,2021-07-15,6,74,34,114,"SNF/NF Dual Certification",No,"For Profit - Individual",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015182,"GEORGIANA HEALTH AND REHABILITATION, LLC",GEORGIANA,AL,36033,2019-12-05,4,70,17,91,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"NHS MANAGEMENT",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015183,"PINE HAVEN REHABILITATION AND WELLNESS CENTER","EIGHT MILE",AL,36613,2022-10-19,16,122,10,148,"SNF/NF Dual Certification",No,"For Profit - Individual",No,"",0,18,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015184,"CLOVERDALE REHABILITATION AND NURSING CENTER",SCOTTSBORO,AL,35768,2022-03-31,11,103,15,129,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015186,"GLEN HAVEN HEALTH AND REHABILITATION, LLC",NORTHPORT,AL,35476,2023-07-26,11,127,33,171,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"NHS MANAGEMENT LLC",0,19,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015187,"MOUNDVILLE HEALTH AND REHABILITATION, LLC",MOUNDVILLE,AL,35474,2021-10-07,6,36,18,60,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"NHS Leasing and Consultin, LLC",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015188,"JACKSON HEALTH CARE FACILITY",JACKSON,AL,36545,2021-03-25,6,52,8,66,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"CROWNE MANAGEMENT LLC",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015189,"DIVERSICARE OF PELL CITY","PELL CITY",AL,35125,2022-03-03,6,28,30,64,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"DIVERSICARE HEALTHCARE SERVICE",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
015191,"BROWN NURSING HOME","ALEXANDER CITY",AL,35010,2020-02-05,3,53,8,64,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"CROWNE HEALTH CARE",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015192,"ARBOR SPRINGS HEALTH AND REHAB CENTER, LTD",OPELIKA,AL,36801,2022-02-24,8,64,45,117,"SNF/NF Dual Certification",No,"For Profit - Partnership",No,"",0,0,0,0,0,0,0,0,24,Yes,No,No,No,"",0,"",0,Yes
015193,"CROWNE HEALTH CARE OF GREENVILLE",GREENVILLE,AL,36037,2022-01-12,9,70,8,87,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"CROWNE OPERATIONS INC",0,20,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015194,"PIEDMONT HEALTH CARE CENTER",PIEDMONT,AL,36272,2021-04-15,4,38,25,67,"SNF/NF Dual Certification",No,"Government - City",No,"",0,18,0,0,0,0,0,0,10,Yes,Yes,No,No,"",0,"",0,Yes
015195,"VILLAGE AT COOK SPRINGS SKILLED NURSING FACILITY","PELL CITY",AL,35125,2022-05-05,0,56,35,91,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"NOLAND HEALTH SERVICES",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
015196,"DIVERSICARE OF LANETT",LANETT,AL,36863,2023-03-16,4,69,10,83,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,DIVERSICARE,0,24,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015197,"LAFAYETTE EXTENDED CARE",LAFAYETTE,AL,36862,2020-01-22,1,59,2,62,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"PRIME HEALTH CARE ENTERPRISES",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
015199,"CROWNE HEALTH CARE OF EUFAULA",EUFAULA,AL,36027,2022-11-10,6,138,13,157,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"CROWNE MANADEMENT",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015200,"CHEROKEE COUNTY HEALTH AND REHABILITATION CENTER",CENTRE,AL,35960,2019-11-21,9,132,33,174,"SNF/NF Dual Certification",No,"Government - County",No,"",0,0,0,0,0,0,0,0,17,Yes,Yes,No,Yes,"",0,"",0,Yes
015201,"GENERATIONS OF RED BAY, LLC","RED BAY",AL,35582,2022-03-25,3,45,6,54,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"GENERATIONS MANAGEMENT CO LLC",0,16,0,0,0,0,0,0,12,Yes,No,No,No,"",0,"",0,Yes
015202,"MCGUFFEY HEALTH & REHABILITATION CENTER",GADSDEN,AL,35999,2021-05-27,11,87,48,146,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"ROGER TURENNE/TURENNE  ASSOCIATES LLC",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015203,"ATTALLA CENTER FOR REHABILITATION AND NURSING",ATTALLA,AL,35954,2022-03-01,27,59,3,89,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"C ROSS MGMT",0,34,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015204,"GOODWATER HEALTHCARE CENTER",GOODWATER,AL,35072,2021-04-15,0,43,5,48,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"PRIME HEALTHCARE",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015206,"DECATUR HEALTH & REHAB CENTER",DECATUR,AL,35601,2025-02-03,30,63,7,100,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"VENZA CARE",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015207,"COLLINSVILLE HEALTHCARE & REHAB",COLLINSVILLE,AL,35961,2025-02-13,19,94,48,161,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,16,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015208,"OZARK HEALTH AND REHABILITATION, LLC",OZARK,AL,36360,2023-06-16,5,111,16,132,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"NORTH PORT HEALTH SERVICES",0,22,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015209,"DIVERSICARE OF BESSEMER",BESSEMER,AL,35020,2022-12-02,4,103,31,138,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"DIVERSICARE MANAGENENT SERVICES",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015210,"OPP HEALTH AND REHABILITATION, LLC",OPP,AL,36467,2020-03-02,25,121,25,171,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"NHS MANAGEMENT",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,Yes
015211,"TWIN OAKS REHABILITATION AND HEALTHCARE CENTER",MOBILE,AL,36617,2023-10-26,12,96,10,118,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"BALL HEALTHCARE SERVICES",0,0,0,0,0,0,0,0,0,No,No,No,No,"",0,"",0,Yes
015212,"SELF SKILLED NURSING & REHAB",HUEYTOWN,AL,35023,2021-03-18,2,33,12,47,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,14,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015213,"TROY HEALTH & REHABILITATION CENTER",TROY,AL,36079,2022-10-20,3,88,17,108,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015214,"MADISON MANOR NURSING HOME",MADISON,AL,35758,2024-08-15,2,46,26,74,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"CROWNE HEALTHCARE LLC",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015215,"BIBB MEDICAL CENTER NURSING HOME",CENTREVILLE,AL,35042,2023-11-30,5,90,22,117,"SNF/NF Dual Certification",Yes,"Government - County",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,Yes
015216,"OAKVIEW MANOR HEALTH CARE CENTER",OZARK,AL,36360,2023-07-13,6,83,8,97,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,23,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015217,"BIRMINGHAM NURSING AND REHABILITATION CTR LLC",BIRMINGHAM,AL,35214,2024-06-26,3,88,18,109,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015220,"CROWNE HEALTH CARE OF THOMASVILLE",THOMASVILLE,AL,36784,2021-12-09,2,54,7,63,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"CROWNE MANAGEMENT",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015221,"CHAPMAN HEALTHCARE CENTER, INC","ALEXANDER CITY",AL,35010,2021-09-10,7,94,32,133,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015222,"FAIRHOPE HEALTH & REHAB",FAIRHOPE,AL,36532,2022-02-25,4,37,14,55,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"NOLAND HEALTH SERVICES",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015223,"NORTHSIDE HEALTH CARE",GADSDEN,AL,35901,2019-10-17,10,53,27,90,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"DIVERSICARE LEASING CORPORATION",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015225,"BARFIELD HEALTH CARE",GUNTERSVILLE,AL,35976,2021-04-16,11,60,36,107,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"SCHMIDT WALLACE HEALTHCARE",0,20,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
015227,"GENERATIONS OF VERNON, LLC",VERNON,AL,35592,2022-04-01,4,70,17,91,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"GENERATIONS MANAGEMENT COMPANY LLC",0,14,0,0,0,0,0,1,0,Yes,No,No,No,"",0,"",0,Yes
015228,"ARABELLA HEALTH AND WELLNESS OF MONTGOMERY",MONTGOMERY,AL,36116,2023-01-11,4,81,13,98,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Arabella Healthcare Managment",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015303,"ARABELLA HEALTH & WELLNESS OF BIRMINGHAM",BIRMINGHAM,AL,35228,2022-10-27,0,57,7,64,"SNF/NF Dual Certification",No,"For Profit - Individual",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
015315,"RIDGEWOOD HEALTH SERVICES, INC.",JASPER,AL,35504,2020-01-09,4,55,18,77,"SNF/NF Dual Certification",No,"For Profit - Individual",Yes,"KELLY HEALTH",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,Yes
015320,"ENTERPRISE HEALTH & REHABILITATION CENTER",ENTERPRISE,AL,36331,2019-11-06,16,142,41,199,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,Yes
015321,"SOUTH HAVEN HEALTH AND REHABILITATION, LLC",BIRMINGHAM,AL,35226,2022-07-14,2,63,25,90,"SNF/NF Dual Certification",No,"For Profit - Individual",Yes,"NHS MANAGEMENT",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015322,"ENGLEWOOD HEALTH CARE CENTER",MONROEVILLE,AL,36460,2021-06-14,10,54,14,78,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"CROWNE HEALTH CARE",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
015326,"PARK MANOR HEALTH AND REHABILITATION, LLC",NORTHPORT,AL,35476,2021-08-26,13,101,11,125,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015330,"MARENGO NURSING HOME",LINDEN,AL,36748,2022-01-06,2,35,14,51,"SNF/NF Dual Certification",No,"Non-Profit - Other Nonprofit",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015331,"ARABELLA HEALTH & WELLNESS OF PHENIX CITY","PHENIX CITY",AL,36867,2020-01-09,4,59,20,83,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"THE HUIE GROUP",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015336,"LUVERNE HEALTH AND REHABILITATION, LLC",LUVERNE,AL,36049,2021-07-29,8,101,22,131,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"NHS MANAGEMENT",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,Yes
015361,"LAUDERDALE CHRISTIAN NURSING HOME",KILLEN,AL,35645,2023-09-20,0,39,17,56,"SNF/NF Dual Certification",No,"Non-Profit - Church Related",Yes,"EL REPOSO NURSING FACILITY",0,0,0,0,0,1,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015369,"OAKS ON PARKWOOD SKILLED NURSING FACILITY",BESSEMER,AL,35022,2021-05-20,7,36,42,85,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"NOLAND HELATH SERVICES",0,21,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
015371,"HERITAGE HEALTH CARE & REHAB INC",TUSCALOOSA,AL,35406,2022-01-27,12,70,38,120,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015372,"REGENCY HEALTH CARE AND REHABILITATION CENTER",HUNTSVILLE,AL,35810,2024-08-21,28,23,37,88,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015373,"HENRY COUNTY HEALTH AND REHABILITATION FACILITY",ABBEVILLE,AL,36310,2022-02-04,2,55,12,69,"SNF/NF Dual Certification",No,"Government - County",No,"",0,14,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015374,"THE PINE OF CAMDEN, LLC",CAMDEN,AL,36726,2021-03-18,0,44,12,56,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,26,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015375,"ANNISTON HEALTH AND REHAB SERVICES",ANNISTON,AL,36202,2021-12-02,10,46,18,74,"SNF/NF Dual Certification",No,"Non-Profit - Other Nonprofit",Yes,"NOLAND HEALTH SERVICES",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015376,"DIVERSICARE OF WINFIELD",WINFIELD,AL,35594,2021-06-03,24,57,21,102,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"DIVERSICARE HEALTHCARE SERVICE",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015378,"MARSHALL MANOR NURSING HOME",GUNTERSVILLE,AL,35976,2023-06-23,14,48,19,81,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"PREFERRED HEALTH HOLDING",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015379,"MOBILE NURSING AND REHABILITATION CENTER",MOBILE,AL,36695,2019-08-22,8,49,38,95,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Tara Cares",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015381,"WILLOWBROOKE CT SKILLED CARE CTR WESTMINSTER VLG","SPANISH FORT",AL,36527,2021-04-08,6,3,14,23,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"ACTS RETIREMENT LIFE COMMUNITIES",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
015382,"CANTERBURY HEALTH CARE FACILITY","PHENIX CITY",AL,36869,2023-06-02,8,64,49,121,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,Venzacare,0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015383,"WOODLAND VILLAGE REHABILITATION AND HEALTHCARE CEN",CULLMAN,AL,35056,2021-05-06,14,74,19,107,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"USA HEALTHCARE ALABAMA",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,Yes
015386,"ADAMS REHABILITATION AND HEALTHCARE CENTER","ALEXANDER CITY",AL,35010,2021-06-03,1,36,12,49,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"USA HEALTHCARE ALABAMA",0,20,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015388,"EAST GLEN",BIRMINGHAM,AL,35235,2023-03-16,5,43,32,80,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"NOLAND HEALTH SERVICES",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015390,"CAPITOL HILL HEALTHCARE CENTER",MONTGOMERY,AL,36104,2021-04-01,9,155,32,196,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"CAPITAL HILL HEALTHCARE INC",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015391,"JACKSONVILLE HEALTH AND REHABILITATION, LLC",JACKSONVILLE,AL,36265,2023-09-29,13,103,39,155,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"NORTHPORT HEALTH SERVICES",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015392,"CYPRESS COVE CARE CENTER","MUSCLE SHOALS",AL,35661,2020-01-09,4,61,8,73,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"GENESIS HEALTHCARE CORPORATION",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015393,"CROWNE HEALTH CARE OF MONTGOMERY",MONTGOMERY,AL,36107,2023-04-17,6,102,37,145,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"CROWNE MANABEMENT LLC",0,18,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015396,"DIVERSICARE OF GREENSBORO",GREENSBORO,AL,36744,2024-02-01,9,64,6,79,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,Diversicare,0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015397,"WINDSOR HOUSE",HUNTSVILLE,AL,35805,2021-05-29,4,68,10,82,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,DIVERSICARE,0,30,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015398,"MONROE MANOR HEALTH & REHABILITATION CENTER",MONROEVILLE,AL,36460,2019-12-05,1,66,13,80,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015400,"MEADOWVIEW NURSING CENTER","COOK SPRINGS",AL,35052,2023-06-21,5,43,7,55,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015402,"EL REPOSO NURSING FACILITY",FLORENCE,AL,35634,2024-07-03,0,34,25,59,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015403,"PALM GARDENS HEALTH AND REHABILITATION, LLC",MOBILE,AL,36607,2021-07-16,8,37,32,77,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,NHS,0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015404,"BARON HOUSE OF HUEYTOWN",HUEYTOWN,AL,35023,2024-03-13,2,26,6,34,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Diversicare Healthcare Services LLC",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015406,"ARABELLA HEALTH & WELLNESS OF GRAND BAY","GRAND BAY",AL,36541,2023-08-17,3,40,22,65,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"ARABELLA HEALTCARE MANAGEMENT",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015407,"HEALTH CARE INC",ASHVILLE,AL,35953,2022-08-24,0,38,8,46,"SNF/NF Dual Certification",No,"For Profit - Individual",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
015408,"WALKER REHABILITATION CENTER, INC","CARBON HILL",AL,35549,2024-11-30,3,30,13,46,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015411,"SHELBY RIDGE NURSING HOME",ALABASTER,AL,35007,2022-06-16,6,80,38,124,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"SCHMIDT WALLACE HEALTHCARE",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015413,"LIGHTHOUSE REHABILITATION & HEALTHCARE CENTER",SELMA,AL,36701,2020-01-24,6,53,2,61,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"BALL HEALTHCARE SERVICE",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
015414,"LAFAYETTE NURSING HOME",LAFAYETTE,AL,36862,2022-09-21,2,39,8,49,"SNF/NF Dual Certification",No,"For Profit - Individual",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
015416,"ANDALUSIA MANOR",ANDALUSIA,AL,36420,2024-01-04,6,63,15,84,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015417,"CROWNE HEALTHCARE OF NORTH BALDWIN","BAY MINETTE",AL,36507,2021-11-18,1,46,22,69,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"GULF HEALTH HOSPITALS",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015419,"HARTFORD HEALTH CARE",HARTFORD,AL,36344,2023-12-14,13,67,0,80,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Dicersicare LLC",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015420,"CUMBERLAND HEALTH AND REHAB",BRIDGEPORT,AL,35740,2024-06-03,10,52,24,86,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"HH Health Systems Jackson LLC",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015422,"TLC NURSING CENTER",ONEONTA,AL,35121,2019-10-24,8,63,26,97,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015423,"BROOKDALE UNIVERSITY PARK SNF (AL)",BIRMINGHAM,AL,35209,2024-06-27,10,0,52,62,"SNF (Medicare) Only",No,"For Profit - Corporation",Yes,"Brookdale Senior Living",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
015424,"ROANOKE REHABILITATION & HEALTHCARE CENTER",ROANOKE,AL,36274,2023-09-20,0,51,3,54,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"BALL HEALTH CARE SERVICES",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
015425,"WESTSIDE TERRACE HEALTH & REHABILITATION CENTER",DOTHAN,AL,36303,2022-07-29,18,84,51,153,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"TURENNE ASSOCIATES",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,Yes
015426,"CROWNE HEALTH CARE OF SPRINGHILL",MOBILE,AL,36608,2020-01-15,11,0,4,15,"SNF (Medicare) Only",No,"For Profit - Corporation",Yes,"CROWNE MANAGEMENT",0,0,0,0,0,0,0,0,0,No,No,No,No,"",0,"",0,No
015429,"KENSINGTON HEALTH AND REHABILITATION",MOBILE,AL,36603,2023-07-21,12,79,12,103,"SNF/NF Dual Certification",No,"For Profit - Partnership",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015431,"VALLEY VIEW HEALTH AND REHABILITATION, LLC",MADISON,AL,35757,2022-04-22,21,70,35,126,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"NHS MANAGEMENT LLC",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
015433,"ST MARTIN'S IN THE PINES",IRONDALE,AL,35210,2019-10-03,9,39,57,105,"SNF/NF Dual Certification",No,"Non-Profit - Church Related",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
015434,"LYNWOOD REHABILITATION AND HEALTHCARE CENTER",MOBILE,AL,36693,2024-10-16,19,79,12,110,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"VENZA CORPORATION",0,22,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
015435,"SPRINGHILL SENIOR RESIDENCE",MOBILE,AL,36608,2020-01-30,11,45,29,85,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
