Provider Number,Medicare Census,Medicaid Census,Other Census,Total Residents,Hospital Based,Ownership Type,Number of AIDS Beds,Number of Alzheimer's Disease Beds,Number of Dialysis Beds,Number of Disabled Children/Young Adult Beds,Number of Head Trauma Beds,Number of Hospice Beds,Number of Huntington's Disease Beds,Number of Ventilator Beds,Number of Other Specialized Rehab Beds,Overall Rating,Latitude,Longitude,low_rated
025032,0,12,3,15,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,57.0594,-135.34,0
025034,0,7,0,7,Yes,Government - City,0,0,0,0,0,0,0,0,0,4.0,61.1363,-146.35,0
025035,0,0,0,0,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,66.8951,-162.59,0
025036,5,86,0,91,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,61.2045,-149.75,1
025037,0,18,0,18,Yes,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,60.7858,-161.79,1
025038,31,33,3,67,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,61.5879,-149.36,0
025039,0,50,10,60,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,61.6167,-149.12,1
035003,20,8,17,45,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,33.5465,-112.05,0
035004,0,114,1,115,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,32.2426,-110.89,1
035014,3,56,15,74,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,33.4753,-112.03,0
035016,6,42,29,77,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,32.2481,-110.88,1
035059,34,12,0,46,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,33.4856,-111.92,0
035062,0,84,1,85,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,33.4804,-112.02,0
035064,75,74,0,149,No,For Profit - LLC,0,0,0,0,0,0,0,30,26,3.0,32.2488,-110.88,0
035068,6,53,27,86,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,32.2416,-110.87,1
035070,11,99,37,147,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,32.3221,-111.0,0
035071,4,85,53,142,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,33.4103,-111.69,0
035072,5,79,20,104,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,33.6071,-111.98,1
035073,32,45,0,77,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,31.8727,-111.0,0
035074,30,0,1,31,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,33.393,-111.88,1
035076,8,77,21,106,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,33.4861,-111.92,0
035083,14,66,3,83,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,33.4868,-111.92,0
035084,14,99,1,114,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,33.4642,-111.9,0
035085,10,43,32,85,No,For Profit - Corporation,1,4,5,0,1,4,0,0,0,3.0,32.2256,-110.85,0
035086,20,27,16,63,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,31.5477,-110.28,0
035087,3,132,13,148,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,33.5694,-112.07,0
035088,5,39,29,73,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,33.5047,-112.05,0
035091,14,50,16,80,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,35.1842,-111.66,0
035092,6,60,91,157,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,33.5118,-112.18,0
035093,24,37,6,67,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,34.7371,-112.03,1
035094,11,41,29,81,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,34.7793,-111.75,1
035095,3,39,19,61,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,33.2987,-111.87,1
035096,22,67,8,97,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,32.6873,-114.63,0
035097,21,34,10,65,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,35.1098,-114.55,0
035099,3,129,21,153,No,For Profit - LLC,0,40,0,0,0,0,0,0,0,1.0,32.1727,-110.93,1
035100,10,18,12,40,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,34.4544,-114.26,0
035101,2,51,44,97,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,33.2972,-111.88,0
035103,13,49,49,111,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,33.4084,-111.72,0
035105,8,67,30,105,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,33.5868,-111.88,0
035106,39,17,1,57,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,33.3674,-111.93,0
035107,2,72,28,102,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,33.4966,-112.1,0
035110,19,98,17,134,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,33.6589,-112.36,0
035111,3,57,39,99,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,33.671,-112.28,0
035112,30,53,64,147,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,33.3933,-111.57,0
035114,5,40,21,66,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,1.0,34.6028,-112.46,1
035116,18,33,7,58,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,33.5285,-112.1,1
035117,8,21,10,39,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,34.2312,-111.32,0
035118,7,24,19,50,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,34.5549,-111.86,0
035120,7,67,42,116,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,33.4108,-111.7,0
035121,10,14,43,67,No,For Profit - LLC,0,3,3,0,0,8,1,0,0,4.0,33.6039,-112.29,0
035125,2,87,50,139,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,33.638,-112.0,0
035126,8,69,43,120,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,33.6076,-112.18,0
035127,27,14,10,51,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,34.5548,-112.49,0
035130,2,62,18,82,No,For Profit - Partnership,0,0,0,0,0,0,0,0,0,5.0,33.2914,-111.88,0
035131,25,57,5,87,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,34.5609,-112.47,1
035132,178,0,0,178,No,For Profit - LLC,0,29,0,0,0,0,0,0,0,5.0,33.5894,-112.1,0
035133,9,55,17,81,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,32.6828,-114.64,1
035134,3,36,23,62,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,34.2393,-111.33,1
035135,9,131,15,155,No,For Profit - Corporation,0,0,30,0,0,0,0,95,22,4.0,33.4144,-111.73,0
035136,24,28,14,66,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,31.5521,-110.27,1
035139,7,20,19,46,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,34.2037,-110.02,1
035140,2,43,13,58,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,32.3195,-111.01,1
035141,5,39,19,63,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,33.3939,-110.77,0
035143,7,0,19,26,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,33.5841,-111.88,0
035144,6,104,56,166,No,For Profit - Corporation,0,0,0,0,0,0,0,51,0,5.0,33.6044,-112.26,0
035145,3,126,46,175,No,For Profit - LLC,0,46,0,0,0,0,0,0,40,2.0,32.2506,-110.86,1
035146,9,56,24,89,No,For Profit - Corporation,0,0,0,0,0,0,0,0,53,3.0,33.6407,-112.0,0
035147,2,52,3,57,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,32.2506,-110.9,0
035151,7,48,14,69,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,32.2434,-110.87,0
035152,2,53,13,68,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,32.682,-114.64,1
035154,2,98,7,107,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,33.5612,-112.2,1
035158,7,13,14,34,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,34.5608,-112.47,1
035159,19,117,0,136,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,33.5631,-112.16,0
035164,4,49,38,91,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,33.414,-111.71,0
035165,70,29,3,102,No,For Profit - LLC,0,0,30,0,0,0,0,60,0,2.0,32.2733,-110.89,1
035166,2,105,9,116,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,33.4462,-112.35,0
035169,23,45,5,73,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,35.2128,-114.04,1
035171,7,25,30,62,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,33.4228,-111.71,0
035172,5,52,19,76,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,32.8145,-109.73,0
035173,1,0,2,3,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,33.5939,-112.1,0
035174,5,96,41,142,No,For Profit - LLC,0,20,4,0,0,0,0,0,0,2.0,32.2457,-110.96,1
035175,0,108,21,129,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,33.3658,-112.07,1
035176,0,41,11,52,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,33.5386,-112.1,1
035180,3,39,7,49,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,31.3486,-109.53,0
035183,5,73,41,119,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,33.5657,-112.28,0
035189,10,61,0,71,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,32.3505,-111.0,0
035190,8,60,31,99,No,For Profit - LLC,0,0,11,0,0,2,0,35,0,4.0,32.2543,-110.95,0
035193,0,86,7,93,No,For Profit - LLC,0,0,0,0,0,0,0,55,0,2.0,33.4082,-111.76,1
035196,3,89,36,128,No,For Profit - LLC,0,40,0,0,0,0,0,0,0,3.0,33.4352,-111.84,0
035197,5,36,47,88,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,32.6826,-114.62,1
035205,2,57,0,59,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,33.3931,-112.03,1
035207,0,10,0,10,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,33.4079,-111.67,1
035214,1,47,1,49,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,31.9427,-110.29,0
035216,4,31,46,81,No,Government - Federal,0,20,6,0,0,0,0,0,0,3.0,33.0741,-111.75,0
035217,0,50,36,86,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,33.4773,-111.93,1
035225,0,66,36,102,No,For Profit - LLC,0,20,0,0,0,0,0,0,0,4.0,33.6526,-112.28,0
035232,11,78,14,103,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,32.3518,-110.99,0
035233,20,59,2,81,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,33.3944,-110.78,0
035234,0,14,74,88,No,Government - State,0,0,0,0,0,0,0,0,0,1.0,33.5815,-111.99,1
035240,20,36,29,85,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,34.4741,-114.28,0
035241,27,70,3,100,No,For Profit - Corporation,0,0,0,0,0,0,0,26,0,4.0,33.3748,-112.07,0
035242,0,0,52,52,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,36.1595,-109.58,1
035244,21,29,1,51,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,34.5922,-112.33,0
035245,29,69,11,109,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,33.5951,-112.3,0
035247,1,31,19,51,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,33.531,-112.07,0
035249,17,29,1,47,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.2143,-114.04,0
035250,1,153,0,154,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,33.5727,-112.27,1
035251,8,31,27,66,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,33.344,-111.89,0
035253,42,0,0,42,No,For Profit - Corporation,0,42,42,42,0,42,0,0,42,3.0,32.3462,-110.93,0
035254,6,87,7,100,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,35.0374,-110.7,1
035256,39,0,16,55,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,33.6081,-112.26,0
035257,12,26,0,38,No,Non-Profit - Other Nonprofit,0,0,0,0,0,0,0,0,0,2.0,35.2342,-111.66,1
035260,51,0,0,51,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,33.609,-111.73,0
035262,2,72,11,85,No,For Profit - Corporation,0,88,0,0,0,0,0,0,0,2.0,35.2149,-114.04,1
035263,1,33,19,53,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,31.91,-111.88,0
035264,9,0,29,38,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,33.5112,-112.36,0
035265,12,0,22,34,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,33.6631,-112.38,0
035266,27,0,6,33,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,33.4156,-111.71,0
035268,36,0,0,36,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,33.5759,-111.88,0
035270,0,77,12,89,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,33.3036,-111.99,1
035272,9,0,21,30,No,For Profit - Partnership,0,0,0,0,0,0,0,0,0,5.0,33.6691,-111.92,0
035273,38,0,0,38,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,32.4448,-110.97,0
035275,54,0,0,54,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,33.6377,-112.2,0
035276,7,66,22,95,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,32.8939,-111.75,1
035277,18,3,76,97,No,For Profit - Individual,0,0,0,0,0,0,0,0,25,1.0,34.2019,-110.02,1
035279,44,0,24,68,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,33.6836,-112.01,0
035280,65,0,0,65,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,33.3793,-111.72,0
035281,7,0,16,23,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,33.7023,-111.92,0
035282,70,0,0,70,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,33.6603,-112.38,0
035283,63,0,6,69,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,33.2919,-111.88,0
035284,0,13,83,96,No,Government - State,0,0,1,0,0,0,0,0,0,5.0,32.1779,-110.96,0
035285,21,0,6,27,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,33.2917,-111.75,0
035286,69,0,0,69,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,33.6445,-111.88,0
035289,96,0,0,96,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,33.6405,-112.22,0
035290,16,67,1,84,No,For Profit - LLC,0,0,0,0,0,0,0,53,0,2.0,33.4514,-112.04,1
035291,61,0,2,63,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,5.0,33.2814,-111.75,0
035292,14,0,28,42,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,32.2481,-110.86,1
035295,92,0,1,93,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,32.2579,-110.89,0
035296,27,0,9,36,No,For Profit - Corporation,0,4,3,0,0,1,0,0,0,2.0,35.208,-111.64,1
035297,25,0,47,72,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,33.6488,-112.38,0
035298,22,0,13,35,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,32.6873,-114.64,0
035299,14,0,37,51,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,33.4687,-112.26,0
035300,7,0,2,9,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,33.422,-111.94,0
035301,7,0,14,21,Yes,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,32.4251,-110.96,0
035302,9,21,45,75,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,33.481,-112.26,0
035303,0,0,42,42,No,Government - State,0,0,0,0,0,0,0,0,0,2.0,32.6665,-114.52,1
045070,3,47,14,64,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,36.3119,-94.133,0
045098,1,63,8,72,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,34.472,-93.045,0
045125,35,0,0,35,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,36.1201,-94.134,1
045134,11,70,34,115,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,35.8011,-90.686,0
045135,7,62,14,83,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,33.3466,-93.198,0
045138,0,78,7,85,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,35.4592,-94.364,0
045140,23,67,32,122,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,35.245,-91.758,0
045142,22,38,15,75,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,34.533,-93.038,0
045143,0,5,30,35,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,36.4748,-94.254,1
045146,18,61,5,84,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,35.8692,-92.107,0
045147,9,57,37,103,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,4.0,35.168,-92.733,0
045148,2,58,17,77,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,35.948,-91.551,0
045151,5,68,24,97,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,36.0749,-90.972,0
045153,12,18,16,46,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,35.6169,-92.263,0
045155,1,29,23,53,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,36.2298,-91.609,0
045157,6,54,4,64,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,35.216,-90.783,1
045158,7,43,36,86,No,For Profit - Corporation,0,0,0,10,0,15,0,2,0,2.0,35.5017,-92.034,1
045166,2,23,11,36,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,35.2194,-90.79,1
045167,1,69,25,95,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,36.1856,-94.161,1
045168,12,83,18,113,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,35.4643,-93.441,0
045170,24,73,32,129,No,For Profit - Partnership,0,0,0,0,0,0,0,0,0,3.0,36.0421,-90.522,0
045172,5,2,40,47,No,Government - City,0,0,0,0,0,0,0,0,0,1.0,33.5192,-91.447,1
045173,11,63,14,88,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,33.5514,-92.862,0
045176,9,35,40,84,No,For Profit - LLC,0,34,0,0,0,0,0,0,0,1.0,33.633,-91.792,1
045177,2,24,10,36,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,34.2748,-91.349,1
045178,6,16,5,27,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,36.3812,-90.199,1
045180,6,52,16,74,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,33.959,-93.846,0
045182,13,50,13,76,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,33.2078,-92.697,0
045183,9,62,14,85,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,35.0684,-92.463,0
045184,3,51,1,55,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,33.3153,-91.29,0
045187,17,85,8,110,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,33.2804,-93.211,0
045189,5,52,15,72,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,33.5725,-92.843,0
045190,4,37,14,55,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,33.1117,-91.948,1
045191,9,12,15,36,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,34.689,-92.997,0
045192,15,54,26,95,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,36.2479,-93.122,0
045194,24,71,11,106,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,33.4678,-94.029,0
045195,13,52,7,72,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,35.1465,-90.191,0
045196,12,43,39,94,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.4925,-92.0,0
045197,8,37,10,55,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,36.2484,-93.121,0
045199,4,44,29,77,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,34.5708,-92.594,0
045201,3,55,15,73,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,33.6095,-92.043,1
045202,9,46,14,69,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,34.798,-92.241,1
045203,14,76,12,102,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.7915,-91.62,0
045207,16,57,10,83,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,33.5755,-92.856,1
045208,5,50,26,81,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,34.9818,-92.044,1
045209,22,81,15,118,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,35.2536,-91.709,0
045211,7,74,17,98,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,33.4199,-94.021,0
045212,7,85,6,98,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,36.3206,-94.144,0
045214,0,35,25,60,No,Government - County,0,0,0,0,0,0,0,0,0,3.0,33.2185,-92.674,0
045216,10,48,14,72,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,34.125,-93.086,0
045217,9,59,5,73,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,35.1379,-90.194,1
045218,1,30,11,42,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,36.2808,-92.499,0
045219,2,28,11,41,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,35.0217,-90.772,1
045220,4,96,23,123,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,36.1088,-94.133,1
045221,0,27,7,34,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,34.5419,-90.622,0
045222,3,75,8,86,No,Government - County,0,0,0,0,0,0,0,0,0,3.0,35.2691,-91.196,0
045227,7,48,20,75,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,33.6653,-94.117,0
045228,0,20,4,24,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,34.7977,-91.57,1
045232,6,48,5,59,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,33.3691,-93.49,0
045236,3,43,14,60,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,34.9773,-91.52,1
045239,10,45,14,69,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,33.6135,-91.813,0
045241,1,60,13,74,No,For Profit - Corporation,0,20,0,0,0,0,0,0,0,2.0,33.4637,-94.026,1
045242,5,55,6,66,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,36.3823,-93.741,1
045243,5,54,10,69,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,34.4643,-93.021,0
045244,5,54,13,72,No,Government - County,0,0,0,0,0,0,0,0,0,5.0,33.6741,-94.126,0
045245,2,39,32,73,No,For Profit - LLC,0,20,0,0,0,0,0,0,0,2.0,35.0704,-92.465,1
045246,2,38,14,54,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,35.0081,-92.812,0
045247,0,59,12,71,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,35.2862,-93.153,0
045248,6,48,14,68,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,36.3675,-91.826,0
045250,10,17,11,38,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,36.3158,-92.353,0
045254,6,75,20,101,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,34.5944,-93.007,0
045256,7,40,22,69,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,34.31,-92.415,0
045259,9,56,19,84,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,34.7433,-92.365,1
045266,3,48,17,68,No,Government - County,0,0,0,0,0,0,0,0,0,4.0,34.546,-93.631,0
045267,3,98,8,109,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,35.411,-94.376,1
045268,4,81,16,101,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,35.4542,-94.326,0
045269,9,60,4,73,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,33.9496,-91.845,0
045270,3,44,16,63,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,34.3773,-92.815,0
045271,4,56,18,78,No,For Profit - Corporation,0,18,0,0,0,0,0,0,0,3.0,33.2087,-92.641,0
045275,8,62,13,83,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,33.207,-92.643,0
045277,14,61,8,83,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,34.1631,-92.024,0
045280,5,38,11,54,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,36.2832,-92.612,1
045284,3,32,16,51,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,36.288,-90.996,1
045287,3,39,10,52,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,34.0456,-94.341,0
045288,22,22,4,48,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,34.7275,-92.409,0
045289,3,64,10,77,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,34.7712,-91.909,1
045290,6,61,12,79,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,35.204,-93.155,0
045295,6,32,24,62,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,36.3596,-93.553,0
045297,2,48,9,59,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,35.8707,-90.155,0
045300,11,71,16,98,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,35.281,-93.73,1
045301,3,40,9,52,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.1374,-93.921,0
045302,4,8,80,92,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,36.3323,-94.152,1
045303,4,35,6,45,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,34.4832,-91.559,0
045304,13,37,32,82,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.0736,-91.896,0
045305,1,70,16,87,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,34.6232,-92.489,1
045306,10,49,15,74,No,For Profit - Corporation,0,13,0,0,0,0,0,0,0,4.0,33.81,-93.378,0
045308,18,87,23,128,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.0925,-92.466,0
